Dates,Sony Group Corporation (TSE:6758) - Volume,Sony Group Corporation (TSE:6758) - Share Pricing,Annotation,Annotation,Bankruptcy Updates,Transaction Updates,Announced/Completed Transactions,Potential Red Flags/Distress Indicators,Dividends/Splits,Company Forecasts and Ratings,Listing/Trading Related,Potential Transactions,Corporate Structure Related,Investor Activism,Insider Trades,Results Announcements/Corporate Communications,Annotation
Apr-20-2016,72.88mm,605.40,,,,,,,,,,,,,,,
Apr-21-2016,48.36mm,614.00,,,,,,,,614,,,,,,,
Apr-22-2016,82.42mm,603.40,,,,,,,,,,,,,,,
Apr-25-2016,91.21mm,567.10,,,,,,,,,,,,,,,
Apr-26-2016,45.65mm,570.00,,,,,,,,,,,,,,,
Apr-27-2016,29.18mm,567.40,,,,,,,,,,,,,,,
Apr-28-2016,53.65mm,555.60,,,,,,,555.6,555.6,,,555.6,,,555.6,
May-02-2016,64.60mm,533.30,,,,,,,,,,,,,,,
May-06-2016,74.17mm,512.70,,,,,,,,,,,,,,,
May-09-2016,40.78mm,520.70,,,,,,,,,,,,,,,
May-10-2016,45.01mm,536.30,,,,,,,,,,,,,,,
May-11-2016,52.12mm,546.00,,,,,,,,,,,,,,,
May-12-2016,73.30mm,570.00,,,,,,,,,,,,,,,
May-13-2016,83.31mm,579.40,,,,,,,,,,,,,,,
May-16-2016,43.10mm,572.00,,,,,,,,,,,,,,,
May-17-2016,34.61mm,572.70,,,,,572.7,,,,,,572.7,,,,
May-18-2016,60.11mm,588.80,,,,,,,,,,,,,,,
May-19-2016,37.83mm,576.50,,,,,,,,,,,,,,,
May-20-2016,32.06mm,583.40,,,,,,,,,,,,,,,
May-23-2016,41.96mm,580.70,,,,,,,,,,,,,,,
May-24-2016,41.03mm,577.10,,,,,,,,577.1,,,,,,577.1,
May-25-2016,113.88mm,614.40,,,,,,,,,,,,,,,
May-26-2016,59.45mm,614.40,,,,,,,,,,,,,,,
May-27-2016,29.98mm,615.60,,,,,,,,,,,,,,,
May-30-2016,22.67mm,616.40,,,,,,,,,,,,,,,
May-31-2016,34.13mm,620.00,,,,,,,,,,,,,,,
Jun-01-2016,35.88mm,614.60,,,,,,,,,,,,,,,
Jun-02-2016,32.95mm,604.60,,,,,,,,,,,,,,,
Jun-03-2016,35.05mm,614.40,,,,,,,,,,,,,,,
Jun-06-2016,32.66mm,617.00,,,,,,,,,,,,,,,
Jun-07-2016,26.71mm,620.40,,,,,,,,,,,,,,,
Jun-08-2016,28.86mm,623.40,,,,,,,,,,,,,,,
Jun-09-2016,22.46mm,614.80,,,,,,,,,,,,,,,
Jun-10-2016,36.23mm,610.20,,,,,,,,,,,,,,,
Jun-13-2016,40.97mm,586.00,,,,,,,,,,,,,,,
Jun-14-2016,51.34mm,588.20,,,,,,,,,,,,,,,
Jun-15-2016,41.94mm,595.00,,,,,,,,,,,,,,,
Jun-16-2016,63.10mm,575.90,,,,,,,,,,,,,,,
Jun-17-2016,44.40mm,579.80,,,,,,,,,,,,,,579.8,
Jun-20-2016,37.28mm,597.50,,,,,,,,,,,,,,,
Jun-21-2016,37.38mm,612.00,,,,,,,,,,,,,,,
Jun-22-2016,36.66mm,600.80,,,,,,,,,,,,,,,
Jun-23-2016,26.10mm,603.40,,,,,,,,,,,,,,,
Jun-24-2016,93.59mm,555.10,,,,,,555.1,,,,,,,,,
Jun-27-2016,38.78mm,556.40,,,,,,,,,,,,,,,
Jun-28-2016,43.99mm,565.10,,,,,,,,,,,,,,,
Jun-29-2016,66.23mm,592.40,,,,,,,,592.4,,,,,,592.4,
Jun-30-2016,59.62mm,597.60,,,,,,,,,,,,,,,
Jul-01-2016,34.90mm,601.40,,,,,,,,,,,,,,,
Jul-04-2016,27.58mm,607.60,,,,,,,,,,,,,,,
Jul-05-2016,27.11mm,607.20,,,,,,,,,,,,,,,
Jul-06-2016,45.37mm,605.80,,,,,,,,,,,,,,,
Jul-07-2016,35.96mm,606.80,,,,,,,,,,,,,,,
Jul-08-2016,37.63mm,602.60,,,,,,,,,,,,,,,
Jul-11-2016,56.57mm,626.60,,,,,,,,,,,,,,,
Jul-12-2016,52.75mm,628.20,,,,,,,,,,,,,,,
Jul-13-2016,60.70mm,614.80,,,,,,,,,,,,,,,
Jul-14-2016,38.77mm,632.40,,,,,,,,,,,,,,,
Jul-15-2016,46.53mm,635.80,,,,,,,,,,,,,,,
Jul-19-2016,56.55mm,647.20,,,,,,,,,,,,,,,
Jul-20-2016,29.01mm,646.40,,,,,,,,,,,,,,,
Jul-21-2016,35.87mm,642.60,,,,,,,,,,,,,,,
Jul-22-2016,33.40mm,639.20,,,,,,,,,,,,,,,
Jul-25-2016,22.84mm,632.00,,,,,,,,,,,,,,,
Jul-26-2016,24.51mm,632.00,,,,,,,,,,,,,,,
Jul-27-2016,31.22mm,645.20,,,,,,,,,,,,,,,
Jul-28-2016,24.90mm,638.40,,,,,638.4,,,,,,,,,,
Jul-29-2016,54.95mm,656.40,,,,,,,656.4,656.4,,,,,,656.4,
Aug-01-2016,52.49mm,667.80,,,,,,,,,,,,,,,
Aug-02-2016,32.22mm,664.60,,,,,,,,,,,,,,,
Aug-03-2016,31.44mm,653.60,,,,,,,,,,,,,,,
Aug-04-2016,25.62mm,655.80,,,,,,,,,,,,,,,
Aug-05-2016,22.97mm,658.60,,,,,,,,,,,,,,,
Aug-08-2016,24.83mm,659.40,,,,,,,,,,,,,,,
Aug-09-2016,30.53mm,674.80,,,,,,,,,,,,,,,
Aug-10-2016,27.52mm,674.60,,,,,,,,,,,,,,,
Aug-12-2016,25.38mm,669.80,,,,,,,,,,,,,,,
Aug-15-2016,22.74mm,660.00,,,,,,,,,,,,,,,
Aug-16-2016,29.91mm,659.00,,,,,,,,,,,,,,,
Aug-17-2016,33.98mm,650.60,,,,,650.6,,,,,650.6,,,,,
Aug-18-2016,32.69mm,654.00,,,,,654,,,,,,,,,,
Aug-19-2016,19.95mm,654.60,,,,,,,,,,,,,,,
Aug-22-2016,19.94mm,663.80,,,,,,,,,,,,,,,
Aug-23-2016,22.87mm,660.40,,,,,,,,,,,,,,,
Aug-24-2016,33.49mm,674.60,,,,,,,,,,,,,,,
Aug-25-2016,28.61mm,674.20,,,,,,,,,,,,,,,
Aug-26-2016,23.52mm,666.20,,,,,,,,,,,,,,,
Aug-29-2016,26.66mm,669.40,,,,,,,,,,,,,,,
Aug-30-2016,18.05mm,665.20,,,,,,,,,,665.2,,,,,
Aug-31-2016,31.01mm,665.00,,,,,,,,,,,,,,,
Sep-01-2016,25.13mm,660.00,,,,,,,,,,,,,,,
Sep-02-2016,26.83mm,670.00,,,,,,,,,,,,,,,
Sep-05-2016,35.26mm,680.20,,,,,,,,,,,,,,,
Sep-06-2016,26.24mm,687.00,,,,,,,,,,,,,,,
Sep-07-2016,25.03mm,687.40,,,,,,,,,,,,,,,
Sep-08-2016,25.63mm,682.20,,,,,,,,,,,,,,,
Sep-09-2016,24.48mm,677.80,,,,,677.8,,,,,,,,,,
Sep-12-2016,32.77mm,657.40,,,,,,,,,,,,,,657.4,
Sep-13-2016,26.76mm,667.40,,,,,,,,,,,,,,,
Sep-14-2016,20.21mm,663.80,,,,,,,,,,,,,,,
Sep-15-2016,21.77mm,655.80,,,,,655.8,,,,,,,,,,
Sep-16-2016,19.54mm,654.00,,,,,,,,,,,,,,,
Sep-20-2016,32.97mm,664.00,,,,,,,,,,,,,,,
Sep-21-2016,35.47mm,674.60,,,,,,,,,,,,,,,
Sep-23-2016,31.89mm,680.00,,,,,,,,,,,,,,,
Sep-26-2016,20.98mm,676.20,,,,,,,,,,,,,,,
Sep-27-2016,30.90mm,675.60,,,,,,,675.6,,,,,,,,
Sep-28-2016,21.19mm,673.60,,,,,,,673.6,,,,,,,,
Sep-29-2016,24.76mm,676.60,,,,,,,,,,,,,,,
Sep-30-2016,35.50mm,658.60,,,,,,,,,,,,,,,
Oct-03-2016,21.27mm,667.00,,,,,,,,,,,,,,,
Oct-04-2016,18.56mm,674.20,,,,,,,,,,,,,,,
Oct-05-2016,19.84mm,678.40,,,,,,,,,,,,,,,
Oct-06-2016,19.28mm,677.00,,,,,,,,,,,,,,,
Oct-07-2016,23.18mm,670.00,,,,,,,,,,,,,,,
Oct-11-2016,36.27mm,682.80,,,,,,,,,,,,,,,
Oct-12-2016,21.35mm,676.80,,,,,,,,,,,,,,,
Oct-13-2016,42.58mm,685.60,,,,,,,,,,,,,,,
Oct-14-2016,44.82mm,687.80,,,,,,,,,,,,,,,
Oct-17-2016,26.20mm,685.20,,,,,,,,,,,,,,,
Oct-18-2016,32.90mm,694.40,,,,,,,,,,,,,,,
Oct-19-2016,28.46mm,680.40,,,,,,,,,,,,,,,
Oct-20-2016,30.51mm,680.60,,,,,,,,,,,,,,,
Oct-21-2016,48.34mm,664.20,,,,,,,,,,,,,,,
Oct-24-2016,25.70mm,663.60,,,,,,,,,,,,,,,
Oct-25-2016,25.31mm,666.00,,,,,,666,,,,,,,,,
Oct-26-2016,20.88mm,665.00,,,,,,,,,,,,,,,
Oct-27-2016,20.36mm,660.40,,,,,,,,,,,,,,,
Oct-28-2016,28.52mm,660.00,,,,,,,,,,,,,,,
Oct-31-2016,30.55mm,672.20,,,,,,672.2,,672.2,,,,,,672.2,
Nov-01-2016,37.58mm,667.40,,,,,,,667.4,,,,667.4,,,667.4,
Nov-02-2016,45.43mm,653.00,,,,,,,,,,,,,,,
Nov-04-2016,42.59mm,635.00,,,,,,,,,,,,,,,
Nov-07-2016,41.24mm,629.80,,,,,,,,,,,,,,629.8,
Nov-08-2016,23.31mm,637.00,,,,,,,,,,,,,,637,
Nov-09-2016,73.66mm,604.60,,,,,,,,,,,,,,,
Nov-10-2016,51.69mm,641.40,,,,,,,,,,,,,,,
Nov-11-2016,42.57mm,639.80,,,,,,,,,,,,,,,
Nov-14-2016,32.89mm,652.20,,,,,,,,,,,,,,652.2,
Nov-15-2016,36.04mm,640.60,,,,,,,,,,,,,,,
Nov-16-2016,25.28mm,641.20,,,,,,,,,,,,,,,
Nov-17-2016,21.58mm,645.20,,,,,,,,,,,,,,645.2,
Nov-18-2016,30.73mm,647.00,,,,,,,,,,,,,,,
Nov-21-2016,31.24mm,660.00,,,,,,,,,,,,,,,
Nov-22-2016,39.64mm,671.00,,,,,,,,,,671,,,,,
Nov-24-2016,33.39mm,666.80,,,,,,,,,,,,,,,
Nov-25-2016,33.75mm,665.60,,,,,,,,,,,,,,,
Nov-28-2016,24.36mm,664.60,,,,,,,,,,,,,,664.6,
Nov-29-2016,18.82mm,662.20,,,,,,,,,,,,,,,
Nov-30-2016,25.77mm,657.60,,,,,,,,,,,,,,657.6,
Dec-01-2016,46.58mm,649.80,,,,,,,,,,,,,,,
Dec-02-2016,56.14mm,633.60,,,,,,,,,,,,,,,
Dec-05-2016,33.69mm,632.00,,,,,,,,,,,,,,,
Dec-06-2016,27.33mm,638.00,,,,,,,,,,,,,,,
Dec-07-2016,24.58mm,639.80,,,,,,,,,,,,,,,
Dec-08-2016,56.77mm,652.20,,,,,,,,,,,,,,,
Dec-09-2016,76.24mm,673.60,,,,,,,,,,,,,,,
Dec-12-2016,34.75mm,673.20,,,,,,,,,,,673.2,,,,
Dec-13-2016,30.92mm,675.60,,,,,,,,,,,,,,,
Dec-14-2016,29.18mm,674.40,,,,,674.4,,,,,,,,,,
Dec-15-2016,26.94mm,674.60,,,,,,,,,,,,,,,
Dec-16-2016,35.91mm,669.40,,,,,,,,,,,,,,,
Dec-19-2016,24.99mm,676.20,,,,,,,,,,,,,,,
Dec-20-2016,21.82mm,672.40,,,,,,,,,,,,,,,
Dec-21-2016,25.47mm,667.20,,,,,,,,,,,,,,,
Dec-22-2016,18.47mm,668.40,,,,,,,,,,,,,,,
Dec-26-2016,14.13mm,666.60,,,,,,,,,,,,,,,
Dec-27-2016,15.67mm,664.80,,,,,,,,,,,,,,,
Dec-28-2016,19.44mm,667.60,,,,,,,,,,,,,,,
Dec-29-2016,22.28mm,659.80,,,,,,,,,,,,,,,
Dec-30-2016,16.70mm,655.00,,,,,,,,,,,,,,,
Jan-04-2017,29.57mm,666.60,,,,,,,,,,,,,,666.6,
Jan-05-2017,36.01mm,659.20,,,,,,,,,,,,,,,
Jan-06-2017,44.37mm,663.20,,,,,,,,,,,,,,,
Jan-10-2017,57.31mm,678.80,,,,,,,,,,,,,,,
Jan-11-2017,68.10mm,702.00,,,,,,,,,,,,,,,
Jan-12-2017,53.96mm,706.40,,,,,,,,,,,,,,,
Jan-13-2017,31.46mm,709.80,,,,,,,,,,,,,,,
Jan-16-2017,23.31mm,702.80,,,,,,,,,,,,,,,
Jan-17-2017,43.35mm,700.80,,,,,,,,,,,,,,,
Jan-18-2017,29.58mm,696.80,,,,,,,,,,,,,,,
Jan-19-2017,24.12mm,699.60,,,,,699.6,,,,,699.6,,,,,
Jan-20-2017,25.68mm,694.40,,,,,,,,,,,,,,,
Jan-23-2017,23.18mm,686.40,,,,,,,,,,,,,,,
Jan-24-2017,26.48mm,683.60,,,,,,,,,,,,,,,
Jan-25-2017,20.92mm,689.00,,,,,,,,,,,,,,,
Jan-26-2017,35.81mm,704.00,,,,,,,,,,,,,,,
Jan-27-2017,24.17mm,701.00,,,,,,,,,,,,,,,
Jan-30-2017,22.38mm,700.40,,,,,700.4,,,,,,,,,,
Jan-31-2017,55.38mm,684.60,,,,,,,,,,684.6,,,,,
Feb-01-2017,28.97mm,682.00,,,,,,,,,,,,,,,
Feb-02-2017,24.60mm,673.80,,,,,673.8,,673.8,673.8,,,673.8,,,673.8,
Feb-03-2017,92.61mm,707.40,,,,,,,,,,,,,,,
Feb-06-2017,43.85mm,717.80,,,,,,,,,,717.8,,,,,
Feb-07-2017,36.76mm,719.80,,,,,,,,,,,,,,,
Feb-08-2017,22.40mm,714.60,,,,,,,,,,,,,,,
Feb-09-2017,21.07mm,712.20,,,,,,,,,,,,,,,
Feb-10-2017,24.57mm,718.00,,,,,,,,,,,,,,,
Feb-13-2017,20.75mm,717.40,,,,,,,,,,,,,,,
Feb-14-2017,18.58mm,714.40,,,,,,,,,,,,,,,
Feb-15-2017,17.39mm,719.00,,,,,,,,,,,,,,,
Feb-16-2017,29.22mm,712.00,,,,,,,,,,,,,,,
Feb-17-2017,16.89mm,709.40,,,,,,,,,,,,,,,
Feb-20-2017,19.42mm,701.60,,,,,701.6,,,,,,,,,,
Feb-21-2017,13.32mm,704.20,,,,,,,,,,,,,,,
Feb-22-2017,25.64mm,707.00,,,,,,,,,,,,,,,
Feb-23-2017,15.90mm,703.00,,,,,703,,,,,,,,,,
Feb-24-2017,17.88mm,697.20,,,,,,,,,,,697.2,,,,
Feb-27-2017,19.45mm,690.80,,,,,,,,,,,,,,690.8,
Feb-28-2017,29.76mm,695.60,,,,,,,,,,,,,,,
Mar-01-2017,21.14mm,705.80,,,,,,,,,,,,,,,
Mar-02-2017,29.15mm,716.60,,,,,,,,,,,,,,,
Mar-03-2017,32.00mm,720.40,,,,,,,,,,,,,,,
Mar-06-2017,17.18mm,712.00,,,,,,,,,,,,,,,
Mar-07-2017,21.78mm,704.40,,,,,,,,,,,,,,,
Mar-08-2017,18.55mm,702.60,,,,,,,,,,,,,,,
Mar-09-2017,16.09mm,706.40,,,,,,,,706.4,,,,,,,
Mar-10-2017,58.41mm,732.20,,,,,,,,,,,,,,,
Mar-13-2017,26.19mm,731.80,,,,,,,,,,,,,,,
Mar-14-2017,19.53mm,727.00,,,,,,,,,,,,,,,
Mar-15-2017,18.21mm,720.80,,,,,,,,,,,,,,,
Mar-16-2017,25.76mm,723.80,,,,,,,,,,,,,,,
Mar-17-2017,27.59mm,727.80,,,,,,,,,,,,,,,
Mar-21-2017,19.03mm,725.40,,,,,,,,,,,,,,,
Mar-22-2017,31.73mm,710.60,,,,,,,,,,,,,,,
Mar-23-2017,21.42mm,708.00,,,,,,,,,,,,,,,
Mar-24-2017,28.94mm,720.60,,,,,,,,,,,,,,,
Mar-27-2017,26.60mm,715.40,,,,,,,,,,,,,,,
Mar-28-2017,29.53mm,721.00,,,,,,,721,,,,721,,,,
Mar-29-2017,55.82mm,740.80,,,,,,,740.8,,,,,,,,
Mar-30-2017,39.68mm,746.80,,,,,,,,,,,,,,,
Mar-31-2017,62.39mm,753.20,,,,,,,,,,,,,,,
Apr-03-2017,51.89mm,732.80,,,,,,,,732.8,,,,,,,
Apr-04-2017,33.08mm,734.80,,,,,,,,,,,,,,,
Apr-05-2017,29.73mm,731.00,,,,,,,,,,,,,,,
Apr-06-2017,35.38mm,711.00,,,,,,,,,,,,,,,
Apr-07-2017,33.08mm,709.40,,,,,,,,,,,,,,,
Apr-10-2017,17.11mm,710.60,,,,,,,,,,,,,,,
Apr-11-2017,18.10mm,706.40,,,,,,,,,,,,,,,
Apr-12-2017,27.14mm,691.60,,,,,,,,,,,,,,,
Apr-13-2017,23.47mm,689.20,,,,,,,,,,,,,,,
Apr-14-2017,18.38mm,684.40,,,,,,,,,,,,,,,
Apr-17-2017,21.52mm,690.60,,,,,,,,,,,,,,,
Apr-18-2017,16.96mm,691.20,,,,,,,,,,,,,,,
Apr-19-2017,31.19mm,701.20,,,,,,,,,,,,,,,
Apr-20-2017,45.53mm,714.20,,,,,,,,,,,,,,,
Apr-21-2017,33.83mm,718.40,,,,,,,,718.4,,,,,,,
Apr-24-2017,66.51mm,746.00,,,,,,,,,,,,,,,
Apr-25-2017,37.61mm,743.00,,,,,,,,,,,,,,,
Apr-26-2017,33.76mm,748.40,,,,,,,,,,,,,,,
Apr-27-2017,35.20mm,752.40,,,,,,,,,,,,,,,
Apr-28-2017,26.20mm,751.80,,,,,,,751.8,751.8,,,751.8,,,751.8,
May-01-2017,56.36mm,774.60,,,,,,,,,,,,,,,
May-02-2017,32.70mm,770.60,,,,,,,,,,,,,,,
May-08-2017,63.72mm,797.80,,,,,,,,,,,,,,,
May-09-2017,54.04mm,804.80,,,,,,,,,,,,,,,
May-10-2017,38.59mm,816.20,,,,,,,,,,,,,,,
May-11-2017,26.23mm,814.60,,,,,,,,,,,,,,,
May-12-2017,27.94mm,809.20,,,,,,,,,,,,,,,
May-15-2017,28.49mm,801.00,,,,,,,,,,,,,,,
May-16-2017,21.18mm,804.60,,,,,,,,,,,,,,,
May-17-2017,23.78mm,806.60,,,,,,,,,,,,,,,
May-18-2017,37.96mm,788.40,,,,,,,,,,,,,,,
May-19-2017,38.91mm,787.40,,,,,,,,,,,,,,,
May-22-2017,30.30mm,788.60,,,,,,,,,,,,,,,
May-23-2017,22.94mm,791.40,,,,,,,,,,,,,,791.4,
May-24-2017,36.30mm,799.60,,,,,,,,,,,,,,,
May-25-2017,19.98mm,800.20,,,,,,,,,,,,,,,
May-26-2017,21.08mm,801.80,,,,,,,,,,,,,,,
May-29-2017,23.12mm,807.60,,,,,,,,,,,,,,,
May-30-2017,22.85mm,806.20,,,,,,,,,,,,,,,
May-31-2017,22.67mm,806.80,,,,,,,,,,,,,,,
Jun-01-2017,28.69mm,805.80,,,,,,,,,,,,,,,
Jun-02-2017,56.71mm,831.80,,,,,,,,,,,,,,,
Jun-05-2017,30.08mm,834.80,,,,,,,,,,,,,,,
Jun-06-2017,29.88mm,833.40,,,,,,,,,,,,,,,
Jun-07-2017,41.01mm,825.20,,,,,,,,,,,,,,,
Jun-08-2017,31.30mm,823.20,,,,,,,,,,,,,,,
Jun-09-2017,35.78mm,823.20,,,,,,,,,,,,,,,
Jun-12-2017,26.43mm,813.20,,,,,,,,,,,,,,,
Jun-13-2017,22.51mm,807.40,,,,,,,,,,,,,,,
Jun-14-2017,21.97mm,812.00,,,,,,,,,,,,,,,
Jun-15-2017,33.68mm,827.60,,,,,,,,,,,827.6,,,827.6,
Jun-16-2017,27.45mm,827.40,,,,,,,,,,,,,,,
Jun-19-2017,54.06mm,858.00,,,,,,,,,,,,,,,
Jun-20-2017,34.41mm,855.60,,,,,,,,,,,,,,,
Jun-21-2017,33.84mm,845.60,,,,,,,,,,,,,,,
Jun-22-2017,32.47mm,855.20,,,,,,,,,,,,,,,
Jun-23-2017,22.63mm,855.00,,,,,,,,,,,,,,,
Jun-26-2017,18.72mm,859.60,,,,,,,,,,,,,,,
Jun-27-2017,28.18mm,869.80,,,,,,,,,,,,,,,
Jun-28-2017,34.54mm,865.60,,,,,,,,,,,,,,,
Jun-29-2017,25.46mm,873.00,,,,,,,,,,,,,,,
Jun-30-2017,36.31mm,857.20,,,,,,,,,,,,,,,
Jul-03-2017,20.80mm,862.00,,,,,,,,,,,,,,,
Jul-04-2017,30.28mm,847.40,,,,,,,,,,,,,,,
Jul-05-2017,26.58mm,854.00,,,,,,,,,,,,,,,
Jul-06-2017,31.02mm,851.80,,,,,,,,,,,,,,,
Jul-07-2017,27.71mm,849.00,,,,,,,,,,,,,,,
Jul-10-2017,27.25mm,863.60,,,,,,,,,,,,,,,
Jul-11-2017,48.48mm,887.80,,,,,,,,,,,,,,,
Jul-12-2017,34.65mm,895.40,,,,,,,,,,,,,,,
Jul-13-2017,29.93mm,895.60,,,,,,,,,,895.6,,,,,
Jul-14-2017,21.46mm,899.80,,,,,,,,,,899.8,,,,,
Jul-18-2017,20.01mm,901.00,,,,,,,,,,,,,,,
Jul-19-2017,18.52mm,899.40,,,,,,,,,,,,,,,
Jul-20-2017,22.76mm,906.80,,,,,,,,,,,,,,,
Jul-21-2017,18.28mm,907.80,,,,,,,,,,,,,,,
Jul-24-2017,25.10mm,897.00,,,,,,,,,,,,,,,
Jul-25-2017,16.83mm,893.40,,,,,,,,,,,,,,,
Jul-26-2017,24.04mm,904.80,,,,,,,,,,,,,,,
Jul-27-2017,36.79mm,918.80,,,,,,,,,,,,,,,
Jul-28-2017,28.29mm,906.60,,,,,,,,,,,,,,,
Jul-31-2017,23.12mm,908.00,,,,,,,,,,,,,,,
Aug-01-2017,32.01mm,891.80,,,,,,,891.8,891.8,,,,,,891.8,
Aug-02-2017,70.46mm,883.40,,,,,,,,,,,,,,,
Aug-03-2017,34.04mm,883.80,,,,,,,,,,,,,,,
Aug-04-2017,15.62mm,886.80,,,,,,,,,,,,,,,
Aug-07-2017,17.33mm,882.00,,,,,,,,,,,,,,,
Aug-08-2017,28.95mm,894.40,,,,,,,,,,,,,,,
Aug-09-2017,31.71mm,880.40,,,,,,,,,,,,,,,
Aug-10-2017,32.94mm,867.60,,,,,,,,,,,,,,,
Aug-14-2017,48.20mm,851.40,,,,,,,,,,,,,,,
Aug-15-2017,27.79mm,859.80,,,,,,,,,,,,,,,
Aug-16-2017,21.01mm,865.00,,,,,,,,,,,,,,,
Aug-17-2017,19.02mm,865.60,,,,,,,,,,,,,,,
Aug-18-2017,27.68mm,845.20,,,,,,,,,,,,,,,
Aug-21-2017,29.61mm,836.60,,,,,,,,,,,,,,,
Aug-22-2017,25.36mm,838.20,,,,,,,,,,,,,,,
Aug-23-2017,24.77mm,847.40,,,,,,,,,,,,,,,
Aug-24-2017,27.03mm,833.60,,,,,,,,,,,,,,,
Aug-25-2017,18.62mm,839.80,,,,,,,,,,,,,,,
Aug-28-2017,16.93mm,838.20,,,,,,,,,,,,,,,
Aug-29-2017,22.24mm,840.00,,,,,,,,,,,,,,,
Aug-30-2017,92.55mm,864.20,,,,,,,,,,,,,,,
Aug-31-2017,36.59mm,867.40,,,,,,,,,,,,,,,
Sep-01-2017,24.28mm,875.20,,,,,875.2,,,,,,,,,,
Sep-04-2017,20.43mm,874.60,,,,,,,,,,,,,,,
Sep-05-2017,28.70mm,862.00,,,,,,,,,,,,,,,
Sep-06-2017,20.30mm,856.60,,,,,,,,,,,,,,,
Sep-07-2017,21.86mm,851.60,,,,,,,,,,,,,,,
Sep-08-2017,36.68mm,859.60,,,,,,,,,,,,,,,
Sep-11-2017,42.90mm,894.00,,,,,,,,,,,,,,,
Sep-12-2017,36.44mm,883.60,,,,,,,,,,,,,,,
Sep-13-2017,22.57mm,876.20,,,,,,,,,,,,,,,
Sep-14-2017,56.62mm,846.00,,,,,,,,,,,,,,,
Sep-15-2017,39.96mm,848.20,,,,,,,,,,,,,,,
Sep-19-2017,33.63mm,858.80,,,,,,,,,,,,,,,
Sep-20-2017,43.38mm,848.60,,,,,,,,,,,,,,,
Sep-21-2017,35.22mm,838.60,,,,,,,,,,,,,,,
Sep-22-2017,25.82mm,834.80,,,,,,,,,,,,,,,
Sep-25-2017,21.84mm,836.80,,,,,,,,,,,,,,,
Sep-26-2017,35.61mm,819.80,,,,,,,,,,,,,,,
Sep-27-2017,26.19mm,814.80,,,,,,,814.8,,,,,,,,
Sep-28-2017,27.76mm,824.00,,,,,,,,,,,,,,,
Sep-29-2017,32.61mm,837.20,,,,,,,,,,,,,,,
Oct-02-2017,17.00mm,836.80,,,,,,,,,,,,,,,
Oct-03-2017,25.94mm,843.80,,,,,,,,,,,,,,,
Oct-04-2017,20.64mm,843.40,,,,,,,,,,,,,,,
Oct-05-2017,40.17mm,827.80,,,,,,,,,,,,,,,
Oct-06-2017,28.03mm,830.20,,,,,,,,,,,,,,,
Oct-10-2017,30.78mm,824.80,,,,,,,,,,,,,,824.8,
Oct-11-2017,40.66mm,820.00,,,,,,,,,,,,,,820,
Oct-12-2017,39.16mm,812.40,,,,,,,,,,,,,,,
Oct-13-2017,47.49mm,822.60,,,,,,,,,,,,,,,
Oct-16-2017,34.21mm,832.00,,,,,832,,,,,,,,,,
Oct-17-2017,29.09mm,830.80,,,,,,,,,,,,,,,
Oct-18-2017,36.92mm,845.20,,,,,,,,,,,,,,,
Oct-19-2017,28.21mm,845.00,,,,,,,,,,,,,,,
Oct-20-2017,22.44mm,847.40,,,,,,,,,,,,,,,
Oct-23-2017,29.44mm,855.40,,,,,,,,,,,,,,855.4,
Oct-24-2017,20.82mm,855.80,,,,,,,,,,,,,,,
Oct-25-2017,26.36mm,848.00,,,,,,,,,,,,,,,
Oct-26-2017,22.84mm,854.00,,,,,,,,,,,,,,,
Oct-27-2017,41.20mm,855.80,,,,,,,,,,,,,,,
Oct-30-2017,51.09mm,862.00,,,,,,,,,,,,,,862,
Oct-31-2017,54.53mm,882.60,,,,,,,882.6,882.6,,,,,,882.6,
Nov-01-2017,203.40mm,983.60,,,,,,,,,,,,,,983.6,
Nov-02-2017,106.69mm,1010.80,,,,,,,,,,,,,,1010.8,
Nov-06-2017,105.24mm,1044.40,,,,,,,,,,,,,,1044.4,
Nov-07-2017,86.32mm,1052.20,,,,,,,,,,,,,,1052.2,
Nov-08-2017,96.49mm,1082.00,,,,,,,,,,,,,,,
Nov-09-2017,135.60mm,1045.20,,,,,,,,,,,,,,,
Nov-10-2017,78.52mm,1050.40,,,,,,,,,,,,,,,
Nov-13-2017,40.83mm,1039.40,,,,,,,,,,,,,,,
Nov-14-2017,61.33mm,1044.80,,,,,,,,,,,,,,,
Nov-15-2017,70.57mm,1019.00,,,,,,,,,,,,,,,
Nov-16-2017,58.11mm,1035.40,,,,,,,,,,,,,,,
Nov-17-2017,72.78mm,1043.00,,,,,,,,,,,,,,,
Nov-20-2017,30.77mm,1049.60,,,,,,,,,,,,,,,
Nov-21-2017,36.77mm,1043.40,,,,,,,,,,1043.4,,,,,
Nov-22-2017,45.67mm,1057.40,,,,,,,,,,,,,,,
Nov-24-2017,39.12mm,1064.60,,,,,,,,,,,,,,,
Nov-27-2017,50.64mm,1072.60,,,,,,,,,,,,,,1072.6,
Nov-28-2017,32.21mm,1066.40,,,,,,,,,,,,,,1066.4,
Nov-29-2017,31.99mm,1064.40,,,,,,,,,,,,,,,
Nov-30-2017,55.99mm,1040.20,,,,,,,,,,,,,,,
Dec-01-2017,62.64mm,1030.20,,,,,,1030.2,,1030.2,,,,,,,
Dec-04-2017,38.29mm,1045.00,,,,,,,,,,,,,,1045,
